uuid,product,region,parameter,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
4867b3ed4d0b447888c13456b4e644e1,Ammonia,Africa,technology,Natural Gas SMR + ammonia synthesis,Electrolyser + SMR + ammonia synthesis,Electrolyser + SMR + ammonia synthesis,Electrolyser + SMR + ammonia synthesis,Electrolyser + SMR + ammonia synthesis,Electrolyser + SMR + ammonia synthesis,Electrolyser + SMR + ammonia synthesis,Electrolyser + SMR + ammonia synthesis,Electrolyser + SMR + ammonia synthesis,Electrolyser + SMR + ammonia synthesis,Electrolyser + SMR + ammonia synthesis,Electrolyser + SMR + ammonia synthesis,Waste to ammonia,Waste to ammonia,Waste to ammonia,Waste to ammonia,Waste to ammonia,Waste to ammonia,Waste to ammonia,Waste to ammonia,Waste to ammonia,Waste to ammonia,Waste to ammonia,Waste to ammonia,Waste to ammonia,Waste to ammonia,Waste to ammonia,Waste to ammonia,Waste to ammonia,Waste to ammonia,Waste to ammonia
4867b3ed4d0b447888c13456b4e644e1,Ammonia,Africa,annual_production_capacity,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
4867b3ed4d0b447888c13456b4e644e1,Ammonia,Africa,annual_production_volume,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081
4867b3ed4d0b447888c13456b4e644e1,Ammonia,Africa,retrofit_status,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4867b3ed4d0b447888c13456b4e644e1,Ammonia,Africa,rebuild_status,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4867b3ed4d0b447888c13456b4e644e1,Ammonia,Africa,greenfield_status,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af9f3e6a2e13461ebaddd7bf4b48b28a,Ammonia,Africa,technology,Natural Gas SMR + ammonia synthesis,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis
af9f3e6a2e13461ebaddd7bf4b48b28a,Ammonia,Africa,annual_production_capacity,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
af9f3e6a2e13461ebaddd7bf4b48b28a,Ammonia,Africa,annual_production_volume,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081,0.7081
af9f3e6a2e13461ebaddd7bf4b48b28a,Ammonia,Africa,retrofit_status,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
af9f3e6a2e13461ebaddd7bf4b48b28a,Ammonia,Africa,rebuild_status,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
af9f3e6a2e13461ebaddd7bf4b48b28a,Ammonia,Africa,greenfield_status,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
