product,year,region,emissivity_type,name,scope,scenario,unit,emission_factor_co2
Ammonia,2020,China,Fossil,Electricity - grid,2,,tCO2/GJ,0.1825344308079019
Ammonium nitrate,2020,China,Fossil,Electricity - grid,2,,tCO2/GJ,0.1825344308079019
Urea,2020,China,Fossil,Electricity - grid,2,,tCO2/GJ,0.1825344308079019
Ammonia,2020,North America,Fossil,Electricity - grid,2,,tCO2/GJ,0.1055000160349744
Ammonium nitrate,2020,North America,Fossil,Electricity - grid,2,,tCO2/GJ,0.1055000160349744
Urea,2020,North America,Fossil,Electricity - grid,2,,tCO2/GJ,0.1055000160349744
Ammonia,2020,Rest of Asia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1407147638135853
Ammonium nitrate,2020,Rest of Asia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1407147638135853
Urea,2020,Rest of Asia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1407147638135853
Ammonia,2020,Russia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0905335925819533
Ammonium nitrate,2020,Russia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0905335925819533
Urea,2020,Russia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0905335925819533
Ammonia,2020,Europe,Fossil,Electricity - grid,2,,tCO2/GJ,0.0663421463793155
Ammonium nitrate,2020,Europe,Fossil,Electricity - grid,2,,tCO2/GJ,0.0663421463793155
Urea,2020,Europe,Fossil,Electricity - grid,2,,tCO2/GJ,0.0663421463793155
Ammonia,2020,India,Fossil,Electricity - grid,2,,tCO2/GJ,0.2020423965800433
Ammonium nitrate,2020,India,Fossil,Electricity - grid,2,,tCO2/GJ,0.2020423965800433
Urea,2020,India,Fossil,Electricity - grid,2,,tCO2/GJ,0.2020423965800433
Ammonia,2020,Middle East,Fossil,Electricity - grid,2,,tCO2/GJ,0.0797588584779181
Ammonium nitrate,2020,Middle East,Fossil,Electricity - grid,2,,tCO2/GJ,0.0797588584779181
Urea,2020,Middle East,Fossil,Electricity - grid,2,,tCO2/GJ,0.0797588584779181
Ammonia,2020,Africa,Fossil,Electricity - grid,2,,tCO2/GJ,0.1235515584802676
Ammonium nitrate,2020,Africa,Fossil,Electricity - grid,2,,tCO2/GJ,0.1235515584802676
Urea,2020,Africa,Fossil,Electricity - grid,2,,tCO2/GJ,0.1235515584802676
Ammonia,2020,Latin America,Fossil,Electricity - grid,2,,tCO2/GJ,0.0567821449629698
Ammonium nitrate,2020,Latin America,Fossil,Electricity - grid,2,,tCO2/GJ,0.0567821449629698
Urea,2020,Latin America,Fossil,Electricity - grid,2,,tCO2/GJ,0.0567821449629698
Ammonia,2020,Oceania,Fossil,Electricity - grid,2,,tCO2/GJ,0.1745180472950019
Ammonium nitrate,2020,Oceania,Fossil,Electricity - grid,2,,tCO2/GJ,0.1745180472950019
Urea,2020,Oceania,Fossil,Electricity - grid,2,,tCO2/GJ,0.1745180472950019
Ammonia,2020,China,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0008570273205491
Ammonium nitrate,2020,China,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0008570273205491
Urea,2020,China,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0008570273205491
Ammonia,2020,North America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0007712915736666
Ammonium nitrate,2020,North America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0007712915736666
Urea,2020,North America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0007712915736666
Ammonia,2020,Rest of Asia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0008570273205491
Ammonium nitrate,2020,Rest of Asia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0008570273205491
Urea,2020,Rest of Asia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0008570273205491
Ammonia,2020,Russia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0008570273205491
Ammonium nitrate,2020,Russia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0008570273205491
Urea,2020,Russia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0008570273205491
Ammonia,2020,Europe,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0015249421657736
Ammonium nitrate,2020,Europe,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0015249421657736
Urea,2020,Europe,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0015249421657736
Ammonia,2020,India,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0008570273205491
Ammonium nitrate,2020,India,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0008570273205491
Urea,2020,India,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0008570273205491
Ammonia,2020,Middle East,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0040932258169005
Ammonium nitrate,2020,Middle East,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0040932258169005
Urea,2020,Middle East,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0040932258169005
Ammonia,2020,Africa,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0102921610369597
Ammonium nitrate,2020,Africa,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0102921610369597
Urea,2020,Africa,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0102921610369597
Ammonia,2020,Latin America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0046859546140478
Ammonium nitrate,2020,Latin America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0046859546140478
Urea,2020,Latin America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0046859546140478
Ammonia,2020,Oceania,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0012977159055098
Ammonium nitrate,2020,Oceania,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0012977159055098
Urea,2020,Oceania,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0012977159055098
Ammonia,2020,Africa,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Africa,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2020,Africa,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2020,China,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2020,China,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2020,China,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2020,Europe,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Europe,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2020,Europe,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2020,India,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2020,India,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2020,India,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2020,Latin America,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Latin America,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2020,Latin America,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2020,Middle East,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Middle East,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2020,Middle East,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2020,North America,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2020,North America,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2020,North America,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2020,Oceania,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Oceania,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2020,Oceania,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2020,Russia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Russia,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2020,Russia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2020,Rest of Asia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Rest of Asia,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2020,Rest of Asia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2020,Brazil,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Brazil,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2020,Brazil,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2020,Australia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Australia,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2020,Australia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2020,Namibia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Namibia,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2020,Namibia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2020,Saudi Arabia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2020,Saudi Arabia,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2020,Saudi Arabia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2020,Africa,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Africa,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2020,Africa,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2020,China,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2020,China,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2020,China,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2020,Europe,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Europe,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2020,Europe,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2020,India,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2020,India,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2020,India,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2020,Latin America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Latin America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2020,Latin America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2020,Middle East,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Middle East,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2020,Middle East,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2020,North America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2020,North America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2020,North America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2020,Oceania,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Oceania,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2020,Oceania,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2020,Russia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Russia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2020,Russia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2020,Rest of Asia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Rest of Asia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2020,Rest of Asia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2020,Brazil,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Brazil,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2020,Brazil,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2020,Australia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Australia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2020,Australia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2020,Namibia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Namibia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2020,Namibia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2020,Saudi Arabia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2020,Saudi Arabia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2020,Saudi Arabia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2020,Africa,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Africa,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2020,Africa,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2020,China,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,China,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2020,China,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Europe,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Europe,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2020,Europe,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2020,India,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,India,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2020,India,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Latin America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Latin America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2020,Latin America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Middle East,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Middle East,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2020,Middle East,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2020,North America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,North America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2020,North America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Oceania,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Oceania,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2020,Oceania,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Russia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Russia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2020,Russia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Rest of Asia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Rest of Asia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2020,Rest of Asia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Brazil,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Brazil,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2020,Brazil,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Australia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Australia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2020,Australia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Namibia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Namibia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2020,Namibia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Saudi Arabia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Saudi Arabia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2020,Saudi Arabia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Africa,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Africa,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2020,Africa,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2020,China,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,China,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2020,China,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Europe,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Europe,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2020,Europe,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2020,India,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,India,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2020,India,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Latin America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Latin America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2020,Latin America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Middle East,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Middle East,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2020,Middle East,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2020,North America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,North America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2020,North America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Oceania,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Oceania,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2020,Oceania,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Russia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Russia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2020,Russia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Rest of Asia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Rest of Asia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2020,Rest of Asia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Brazil,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Brazil,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2020,Brazil,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Australia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Australia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2020,Australia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Namibia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Namibia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2020,Namibia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Saudi Arabia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2020,Saudi Arabia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2020,Saudi Arabia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2020,Africa,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Africa,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2020,Africa,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2020,China,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2020,China,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2020,China,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2020,Europe,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Europe,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2020,Europe,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2020,India,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2020,India,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2020,India,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2020,Latin America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Latin America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2020,Latin America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2020,Middle East,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Middle East,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2020,Middle East,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2020,North America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2020,North America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2020,North America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2020,Oceania,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Oceania,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2020,Oceania,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2020,Russia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Russia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2020,Russia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2020,Rest of Asia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Rest of Asia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2020,Rest of Asia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2020,Brazil,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Brazil,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2020,Brazil,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2020,Australia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Australia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2020,Australia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2020,Namibia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Namibia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2020,Namibia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2020,Saudi Arabia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2020,Saudi Arabia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2020,Saudi Arabia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2020,Africa,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2020,China,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2020,Europe,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2020,India,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2020,Latin America,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2020,Middle East,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2020,North America,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2020,Oceania,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2020,Russia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2020,Rest of Asia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2020,Brazil,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2020,Australia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2020,Namibia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2020,Saudi Arabia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Ammonia,2020,Brazil,Fossil,Electricity - grid,2,,tCO2/GJ,0.0567821449629698
Ammonium nitrate,2020,Brazil,Fossil,Electricity - grid,2,,tCO2/GJ,0.0567821449629698
Urea,2020,Brazil,Fossil,Electricity - grid,2,,tCO2/GJ,0.0567821449629698
Ammonia,2020,Brazil,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0046859546140478
Ammonium nitrate,2020,Brazil,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0046859546140478
Urea,2020,Brazil,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0046859546140478
Ammonia,2020,Saudi Arabia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0797588584779181
Ammonium nitrate,2020,Saudi Arabia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0797588584779181
Urea,2020,Saudi Arabia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0797588584779181
Ammonia,2020,Saudi Arabia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0040932258169005
Ammonium nitrate,2020,Saudi Arabia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0040932258169005
Urea,2020,Saudi Arabia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0040932258169005
Ammonia,2020,Namibia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1235515584802676
Ammonium nitrate,2020,Namibia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1235515584802676
Urea,2020,Namibia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1235515584802676
Ammonia,2020,Namibia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0102921610369597
Ammonium nitrate,2020,Namibia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0102921610369597
Urea,2020,Namibia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0102921610369597
Ammonia,2020,Australia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1745180472950019
Ammonium nitrate,2020,Australia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1745180472950019
Urea,2020,Australia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1745180472950019
Ammonia,2020,Australia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0012977159055098
Ammonium nitrate,2020,Australia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0012977159055098
Urea,2020,Australia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0012977159055098
Ammonia,2021,China,Fossil,Electricity - grid,2,,tCO2/GJ,0.1768832384237955
Ammonium nitrate,2021,China,Fossil,Electricity - grid,2,,tCO2/GJ,0.1768832384237955
Urea,2021,China,Fossil,Electricity - grid,2,,tCO2/GJ,0.1768832384237955
Ammonia,2021,North America,Fossil,Electricity - grid,2,,tCO2/GJ,0.0996951418679315
